się,PRON,21925
on,PRON,15610
ja,PRON,7470
co,PRON,7445
ty,PRON,4071
my,PRON,3121
siebie,PRON,2822
wszystko,PRON,2220
coś,PRON,1983
kto,PRON,1291
nic,PRON,1220
ktoś,PRON,1151
wy,PRON,760
wszyscy,PRON,691
nikt,PRON,664
cóż,PRON,272
tata,PRON,179
cokolwiek,PRON,121
ktokolwiek,PRON,50
któż,PRON,16
kimkolwiek,PRON,10
tamto,PRON,5
mię,PRON,3
wszy,PRON,1
te,PRON,1
